"","X","Y"
"1034.7852465_-3469.457843",1034.7852465,-3469.457843
"1034.7852465_-3569.457843",1034.7852465,-3569.457843
"1034.7852465_-3669.457843",1034.7852465,-3669.457843
"1034.7852465_-3769.457843",1034.7852465,-3769.457843
"1034.7852465_-3869.457843",1034.7852465,-3869.457843
"1034.7852465_-3969.457843",1034.7852465,-3969.457843
"1034.7852465_-4069.457843",1034.7852465,-4069.457843
"1034.7852465_-4169.457843",1034.7852465,-4169.457843
"1034.7852465_-4269.457843",1034.7852465,-4269.457843
"1134.7852465_-2769.457843",1134.7852465,-2769.457843
"1134.7852465_-2869.457843",1134.7852465,-2869.457843
"1134.7852465_-2969.457843",1134.7852465,-2969.457843
"1134.7852465_-3069.457843",1134.7852465,-3069.457843
"1134.7852465_-3169.457843",1134.7852465,-3169.457843
"1134.7852465_-3269.457843",1134.7852465,-3269.457843
"1134.7852465_-3369.457843",1134.7852465,-3369.457843
"1134.7852465_-3469.457843",1134.7852465,-3469.457843
"1134.7852465_-3569.457843",1134.7852465,-3569.457843
"1134.7852465_-3669.457843",1134.7852465,-3669.457843
"1134.7852465_-3769.457843",1134.7852465,-3769.457843
"1134.7852465_-3869.457843",1134.7852465,-3869.457843
"1134.7852465_-3969.457843",1134.7852465,-3969.457843
"1134.7852465_-4069.457843",1134.7852465,-4069.457843
"1134.7852465_-4169.457843",1134.7852465,-4169.457843
"1134.7852465_-4269.457843",1134.7852465,-4269.457843
"1234.7852465_-2769.457843",1234.7852465,-2769.457843
"1234.7852465_-2869.457843",1234.7852465,-2869.457843
"1234.7852465_-2969.457843",1234.7852465,-2969.457843
"1234.7852465_-3069.457843",1234.7852465,-3069.457843
"1234.7852465_-3169.457843",1234.7852465,-3169.457843
"1234.7852465_-3269.457843",1234.7852465,-3269.457843
"1234.7852465_-3369.457843",1234.7852465,-3369.457843
"1234.7852465_-3469.457843",1234.7852465,-3469.457843
"1234.7852465_-3569.457843",1234.7852465,-3569.457843
"1234.7852465_-3669.457843",1234.7852465,-3669.457843
"1234.7852465_-3769.457843",1234.7852465,-3769.457843
"1234.7852465_-3869.457843",1234.7852465,-3869.457843
"1234.7852465_-3969.457843",1234.7852465,-3969.457843
"1234.7852465_-4069.457843",1234.7852465,-4069.457843
"1234.7852465_-4169.457843",1234.7852465,-4169.457843
"1234.7852465_-4269.457843",1234.7852465,-4269.457843
"1334.7852465_-2769.457843",1334.7852465,-2769.457843
"1334.7852465_-2869.457843",1334.7852465,-2869.457843
"1334.7852465_-2969.457843",1334.7852465,-2969.457843
"1334.7852465_-3069.457843",1334.7852465,-3069.457843
"1334.7852465_-3169.457843",1334.7852465,-3169.457843
"1334.7852465_-3269.457843",1334.7852465,-3269.457843
"1334.7852465_-3369.457843",1334.7852465,-3369.457843
"1334.7852465_-3469.457843",1334.7852465,-3469.457843
"1334.7852465_-3569.457843",1334.7852465,-3569.457843
"1334.7852465_-3669.457843",1334.7852465,-3669.457843
"1334.7852465_-3769.457843",1334.7852465,-3769.457843
"1334.7852465_-3869.457843",1334.7852465,-3869.457843
"1334.7852465_-3969.457843",1334.7852465,-3969.457843
"1334.7852465_-4069.457843",1334.7852465,-4069.457843
"1334.7852465_-4169.457843",1334.7852465,-4169.457843
"1334.7852465_-4269.457843",1334.7852465,-4269.457843
"1434.7852465_-2769.457843",1434.7852465,-2769.457843
"1434.7852465_-2869.457843",1434.7852465,-2869.457843
"1434.7852465_-2969.457843",1434.7852465,-2969.457843
"1434.7852465_-3069.457843",1434.7852465,-3069.457843
"1434.7852465_-3169.457843",1434.7852465,-3169.457843
"1434.7852465_-3269.457843",1434.7852465,-3269.457843
"1434.7852465_-3369.457843",1434.7852465,-3369.457843
"1434.7852465_-3469.457843",1434.7852465,-3469.457843
"1434.7852465_-3569.457843",1434.7852465,-3569.457843
"1434.7852465_-3669.457843",1434.7852465,-3669.457843
"1434.7852465_-3769.457843",1434.7852465,-3769.457843
"1434.7852465_-3869.457843",1434.7852465,-3869.457843
"1434.7852465_-3969.457843",1434.7852465,-3969.457843
"1434.7852465_-4069.457843",1434.7852465,-4069.457843
"1434.7852465_-4169.457843",1434.7852465,-4169.457843
"1434.7852465_-4269.457843",1434.7852465,-4269.457843
"1534.7852465_-2769.457843",1534.7852465,-2769.457843
"1534.7852465_-2869.457843",1534.7852465,-2869.457843
"1534.7852465_-2969.457843",1534.7852465,-2969.457843
"1534.7852465_-3069.457843",1534.7852465,-3069.457843
"1534.7852465_-3169.457843",1534.7852465,-3169.457843
"1534.7852465_-3269.457843",1534.7852465,-3269.457843
"1534.7852465_-3369.457843",1534.7852465,-3369.457843
"1534.7852465_-3469.457843",1534.7852465,-3469.457843
"1534.7852465_-3569.457843",1534.7852465,-3569.457843
"1534.7852465_-3669.457843",1534.7852465,-3669.457843
"1534.7852465_-3769.457843",1534.7852465,-3769.457843
"1534.7852465_-3869.457843",1534.7852465,-3869.457843
"1534.7852465_-3969.457843",1534.7852465,-3969.457843
"1534.7852465_-4069.457843",1534.7852465,-4069.457843
"1534.7852465_-4169.457843",1534.7852465,-4169.457843
"1534.7852465_-4269.457843",1534.7852465,-4269.457843
"1634.7852465_-2769.457843",1634.7852465,-2769.457843
"1634.7852465_-2869.457843",1634.7852465,-2869.457843
"1634.7852465_-2969.457843",1634.7852465,-2969.457843
"1634.7852465_-3069.457843",1634.7852465,-3069.457843
"1634.7852465_-3169.457843",1634.7852465,-3169.457843
"1634.7852465_-3269.457843",1634.7852465,-3269.457843
"1634.7852465_-3369.457843",1634.7852465,-3369.457843
"1634.7852465_-3469.457843",1634.7852465,-3469.457843
"1634.7852465_-3569.457843",1634.7852465,-3569.457843
"1634.7852465_-3669.457843",1634.7852465,-3669.457843
"1634.7852465_-3769.457843",1634.7852465,-3769.457843
"1634.7852465_-3869.457843",1634.7852465,-3869.457843
"1634.7852465_-3969.457843",1634.7852465,-3969.457843
"1634.7852465_-4069.457843",1634.7852465,-4069.457843
"1634.7852465_-4169.457843",1634.7852465,-4169.457843
"1634.7852465_-4269.457843",1634.7852465,-4269.457843
"1734.7852465_-2769.457843",1734.7852465,-2769.457843
"1734.7852465_-2869.457843",1734.7852465,-2869.457843
"1734.7852465_-2969.457843",1734.7852465,-2969.457843
"1734.7852465_-3069.457843",1734.7852465,-3069.457843
"1734.7852465_-3169.457843",1734.7852465,-3169.457843
"1734.7852465_-3269.457843",1734.7852465,-3269.457843
"1734.7852465_-3369.457843",1734.7852465,-3369.457843
"1734.7852465_-3469.457843",1734.7852465,-3469.457843
"1734.7852465_-3569.457843",1734.7852465,-3569.457843
"1734.7852465_-3669.457843",1734.7852465,-3669.457843
"1734.7852465_-3769.457843",1734.7852465,-3769.457843
"1734.7852465_-3869.457843",1734.7852465,-3869.457843
"1734.7852465_-3969.457843",1734.7852465,-3969.457843
"1734.7852465_-4069.457843",1734.7852465,-4069.457843
"1734.7852465_-4169.457843",1734.7852465,-4169.457843
"1834.7852465_-2769.457843",1834.7852465,-2769.457843
"1834.7852465_-2869.457843",1834.7852465,-2869.457843
"1834.7852465_-2969.457843",1834.7852465,-2969.457843
"1834.7852465_-3069.457843",1834.7852465,-3069.457843
"1834.7852465_-3169.457843",1834.7852465,-3169.457843
"1834.7852465_-3269.457843",1834.7852465,-3269.457843
"1834.7852465_-3369.457843",1834.7852465,-3369.457843
"1834.7852465_-3469.457843",1834.7852465,-3469.457843
"1834.7852465_-3569.457843",1834.7852465,-3569.457843
"1834.7852465_-3669.457843",1834.7852465,-3669.457843
"1834.7852465_-3769.457843",1834.7852465,-3769.457843
"1834.7852465_-3869.457843",1834.7852465,-3869.457843
"1834.7852465_-3969.457843",1834.7852465,-3969.457843
"1834.7852465_-4069.457843",1834.7852465,-4069.457843
"1834.7852465_-4169.457843",1834.7852465,-4169.457843
"1834.7852465_-4269.457843",1834.7852465,-4269.457843
"1934.7852465_-2769.457843",1934.7852465,-2769.457843
"1934.7852465_-2869.457843",1934.7852465,-2869.457843
"1934.7852465_-2969.457843",1934.7852465,-2969.457843
"1934.7852465_-3069.457843",1934.7852465,-3069.457843
"1934.7852465_-3169.457843",1934.7852465,-3169.457843
"1934.7852465_-3269.457843",1934.7852465,-3269.457843
"1934.7852465_-3369.457843",1934.7852465,-3369.457843
"1934.7852465_-3469.457843",1934.7852465,-3469.457843
"1934.7852465_-3569.457843",1934.7852465,-3569.457843
"1934.7852465_-3669.457843",1934.7852465,-3669.457843
"1934.7852465_-3769.457843",1934.7852465,-3769.457843
"1934.7852465_-3869.457843",1934.7852465,-3869.457843
"1934.7852465_-3969.457843",1934.7852465,-3969.457843
"1934.7852465_-4069.457843",1934.7852465,-4069.457843
"1934.7852465_-4169.457843",1934.7852465,-4169.457843
"1934.7852465_-4269.457843",1934.7852465,-4269.457843
"2034.7852465_-2769.457843",2034.7852465,-2769.457843
"2034.7852465_-2869.457843",2034.7852465,-2869.457843
"2034.7852465_-2969.457843",2034.7852465,-2969.457843
"2034.7852465_-3069.457843",2034.7852465,-3069.457843
"2034.7852465_-3169.457843",2034.7852465,-3169.457843
"2034.7852465_-3269.457843",2034.7852465,-3269.457843
"2034.7852465_-3369.457843",2034.7852465,-3369.457843
"2034.7852465_-3469.457843",2034.7852465,-3469.457843
"2034.7852465_-3569.457843",2034.7852465,-3569.457843
"2034.7852465_-3669.457843",2034.7852465,-3669.457843
"2034.7852465_-3769.457843",2034.7852465,-3769.457843
"2034.7852465_-3869.457843",2034.7852465,-3869.457843
"2034.7852465_-3969.457843",2034.7852465,-3969.457843
"2034.7852465_-4069.457843",2034.7852465,-4069.457843
"2034.7852465_-4169.457843",2034.7852465,-4169.457843
"2034.7852465_-4269.457843",2034.7852465,-4269.457843
"2134.7852465_-2769.457843",2134.7852465,-2769.457843
"2134.7852465_-2869.457843",2134.7852465,-2869.457843
"2134.7852465_-2969.457843",2134.7852465,-2969.457843
"2134.7852465_-3069.457843",2134.7852465,-3069.457843
"2134.7852465_-3169.457843",2134.7852465,-3169.457843
"2134.7852465_-3269.457843",2134.7852465,-3269.457843
"2134.7852465_-3369.457843",2134.7852465,-3369.457843
"2134.7852465_-3469.457843",2134.7852465,-3469.457843
"2134.7852465_-3569.457843",2134.7852465,-3569.457843
"2134.7852465_-3669.457843",2134.7852465,-3669.457843
"2134.7852465_-3769.457843",2134.7852465,-3769.457843
"2134.7852465_-3869.457843",2134.7852465,-3869.457843
"2134.7852465_-3969.457843",2134.7852465,-3969.457843
"2134.7852465_-4069.457843",2134.7852465,-4069.457843
"2134.7852465_-4169.457843",2134.7852465,-4169.457843
"2134.7852465_-4269.457843",2134.7852465,-4269.457843
"2234.7852465_-2769.457843",2234.7852465,-2769.457843
"2234.7852465_-2869.457843",2234.7852465,-2869.457843
"2234.7852465_-2969.457843",2234.7852465,-2969.457843
"2234.7852465_-3069.457843",2234.7852465,-3069.457843
"2234.7852465_-3169.457843",2234.7852465,-3169.457843
"2234.7852465_-3269.457843",2234.7852465,-3269.457843
"2234.7852465_-3369.457843",2234.7852465,-3369.457843
"2234.7852465_-3469.457843",2234.7852465,-3469.457843
"2234.7852465_-3569.457843",2234.7852465,-3569.457843
"2234.7852465_-3669.457843",2234.7852465,-3669.457843
"2234.7852465_-3769.457843",2234.7852465,-3769.457843
"2234.7852465_-3869.457843",2234.7852465,-3869.457843
"2234.7852465_-3969.457843",2234.7852465,-3969.457843
"2234.7852465_-4069.457843",2234.7852465,-4069.457843
"2234.7852465_-4169.457843",2234.7852465,-4169.457843
"2234.7852465_-4269.457843",2234.7852465,-4269.457843
"2334.7852465_-2769.457843",2334.7852465,-2769.457843
"2334.7852465_-2869.457843",2334.7852465,-2869.457843
"2334.7852465_-2969.457843",2334.7852465,-2969.457843
"2334.7852465_-3069.457843",2334.7852465,-3069.457843
"2334.7852465_-3169.457843",2334.7852465,-3169.457843
"2334.7852465_-3269.457843",2334.7852465,-3269.457843
"2334.7852465_-3369.457843",2334.7852465,-3369.457843
"2334.7852465_-3469.457843",2334.7852465,-3469.457843
"2334.7852465_-3569.457843",2334.7852465,-3569.457843
"2334.7852465_-3669.457843",2334.7852465,-3669.457843
"2334.7852465_-3769.457843",2334.7852465,-3769.457843
"2334.7852465_-3869.457843",2334.7852465,-3869.457843
"2334.7852465_-3969.457843",2334.7852465,-3969.457843
"2334.7852465_-4069.457843",2334.7852465,-4069.457843
"2334.7852465_-4169.457843",2334.7852465,-4169.457843
"2334.7852465_-4269.457843",2334.7852465,-4269.457843
"2434.7852465_-2769.457843",2434.7852465,-2769.457843
"2434.7852465_-2869.457843",2434.7852465,-2869.457843
"2434.7852465_-2969.457843",2434.7852465,-2969.457843
"2434.7852465_-3069.457843",2434.7852465,-3069.457843
"2434.7852465_-3169.457843",2434.7852465,-3169.457843
"2434.7852465_-3269.457843",2434.7852465,-3269.457843
"2434.7852465_-3369.457843",2434.7852465,-3369.457843
"2434.7852465_-3469.457843",2434.7852465,-3469.457843
"2434.7852465_-3569.457843",2434.7852465,-3569.457843
"2434.7852465_-3669.457843",2434.7852465,-3669.457843
"2434.7852465_-3769.457843",2434.7852465,-3769.457843
"2434.7852465_-3869.457843",2434.7852465,-3869.457843
"2434.7852465_-3969.457843",2434.7852465,-3969.457843
"2434.7852465_-4069.457843",2434.7852465,-4069.457843
"2434.7852465_-4169.457843",2434.7852465,-4169.457843
"2434.7852465_-4269.457843",2434.7852465,-4269.457843
"2534.7852465_-2769.457843",2534.7852465,-2769.457843
"2534.7852465_-2869.457843",2534.7852465,-2869.457843
"2534.7852465_-2969.457843",2534.7852465,-2969.457843
"2534.7852465_-3069.457843",2534.7852465,-3069.457843
"2534.7852465_-3169.457843",2534.7852465,-3169.457843
"2534.7852465_-3269.457843",2534.7852465,-3269.457843
"2534.7852465_-3369.457843",2534.7852465,-3369.457843
"2534.7852465_-3469.457843",2534.7852465,-3469.457843
"2534.7852465_-3569.457843",2534.7852465,-3569.457843
"2534.7852465_-3669.457843",2534.7852465,-3669.457843
"2534.7852465_-3769.457843",2534.7852465,-3769.457843
"2534.7852465_-3869.457843",2534.7852465,-3869.457843
"2534.7852465_-3969.457843",2534.7852465,-3969.457843
"2534.7852465_-4069.457843",2534.7852465,-4069.457843
"2534.7852465_-4169.457843",2534.7852465,-4169.457843
"2534.7852465_-4269.457843",2534.7852465,-4269.457843
"-1471.530357_-2368.451439",-1471.530357,-2368.451439
"-1471.530357_-2468.451439",-1471.530357,-2468.451439
"-1471.530357_-2568.451439",-1471.530357,-2568.451439
"-1471.530357_-2668.451439",-1471.530357,-2668.451439
"-1471.530357_-2768.451439",-1471.530357,-2768.451439
"-1471.530357_-2868.451439",-1471.530357,-2868.451439
"-1471.530357_-2968.451439",-1471.530357,-2968.451439
"-1471.530357_-3068.451439",-1471.530357,-3068.451439
"-1471.530357_-3168.451439",-1471.530357,-3168.451439
"-1471.530357_-3268.451439",-1471.530357,-3268.451439
"-1471.530357_-3368.451439",-1471.530357,-3368.451439
"-1471.530357_-3468.451439",-1471.530357,-3468.451439
"-1471.530357_-3568.451439",-1471.530357,-3568.451439
"-1471.530357_-3668.451439",-1471.530357,-3668.451439
"-1471.530357_-3768.451439",-1471.530357,-3768.451439
"-1471.530357_-3868.451439",-1471.530357,-3868.451439
"-1571.530357_-2368.451439",-1571.530357,-2368.451439
"-1571.530357_-2468.451439",-1571.530357,-2468.451439
"-1571.530357_-2568.451439",-1571.530357,-2568.451439
"-1571.530357_-2668.451439",-1571.530357,-2668.451439
"-1571.530357_-2768.451439",-1571.530357,-2768.451439
"-1571.530357_-2868.451439",-1571.530357,-2868.451439
"-1571.530357_-2968.451439",-1571.530357,-2968.451439
"-1571.530357_-3068.451439",-1571.530357,-3068.451439
"-1571.530357_-3168.451439",-1571.530357,-3168.451439
"-1571.530357_-3268.451439",-1571.530357,-3268.451439
"-1571.530357_-3368.451439",-1571.530357,-3368.451439
"-1571.530357_-3468.451439",-1571.530357,-3468.451439
"-1571.530357_-3568.451439",-1571.530357,-3568.451439
"-1571.530357_-3668.451439",-1571.530357,-3668.451439
"-1571.530357_-3768.451439",-1571.530357,-3768.451439
"-1571.530357_-3868.451439",-1571.530357,-3868.451439
"-1671.530357_-2368.451439",-1671.530357,-2368.451439
"-1671.530357_-2468.451439",-1671.530357,-2468.451439
"-1671.530357_-2568.451439",-1671.530357,-2568.451439
"-1671.530357_-2668.451439",-1671.530357,-2668.451439
"-1671.530357_-2768.451439",-1671.530357,-2768.451439
"-1671.530357_-2868.451439",-1671.530357,-2868.451439
"-1671.530357_-2968.451439",-1671.530357,-2968.451439
"-1671.530357_-3068.451439",-1671.530357,-3068.451439
"-1671.530357_-3168.451439",-1671.530357,-3168.451439
"-1671.530357_-3268.451439",-1671.530357,-3268.451439
"-1671.530357_-3368.451439",-1671.530357,-3368.451439
"-1671.530357_-3468.451439",-1671.530357,-3468.451439
"-1671.530357_-3568.451439",-1671.530357,-3568.451439
"-1671.530357_-3668.451439",-1671.530357,-3668.451439
"-1671.530357_-3768.451439",-1671.530357,-3768.451439
"-1671.530357_-3868.451439",-1671.530357,-3868.451439
"-1771.530357_-2368.451439",-1771.530357,-2368.451439
"-1771.530357_-2468.451439",-1771.530357,-2468.451439
"-1771.530357_-2568.451439",-1771.530357,-2568.451439
"-1771.530357_-2668.451439",-1771.530357,-2668.451439
"-1771.530357_-2768.451439",-1771.530357,-2768.451439
"-1771.530357_-2868.451439",-1771.530357,-2868.451439
"-1771.530357_-2968.451439",-1771.530357,-2968.451439
"-1771.530357_-3068.451439",-1771.530357,-3068.451439
"-1771.530357_-3168.451439",-1771.530357,-3168.451439
"-1771.530357_-3268.451439",-1771.530357,-3268.451439
"-1771.530357_-3368.451439",-1771.530357,-3368.451439
"-1771.530357_-3468.451439",-1771.530357,-3468.451439
"-1771.530357_-3568.451439",-1771.530357,-3568.451439
"-1771.530357_-3668.451439",-1771.530357,-3668.451439
"-1771.530357_-3768.451439",-1771.530357,-3768.451439
"-1771.530357_-3868.451439",-1771.530357,-3868.451439
"-1871.530357_-2368.451439",-1871.530357,-2368.451439
"-1871.530357_-2468.451439",-1871.530357,-2468.451439
"-1871.530357_-2568.451439",-1871.530357,-2568.451439
"-1871.530357_-2668.451439",-1871.530357,-2668.451439
"-1871.530357_-2768.451439",-1871.530357,-2768.451439
"-1871.530357_-2868.451439",-1871.530357,-2868.451439
"-1871.530357_-2968.451439",-1871.530357,-2968.451439
"-1871.530357_-3068.451439",-1871.530357,-3068.451439
"-1871.530357_-3168.451439",-1871.530357,-3168.451439
"-1871.530357_-3268.451439",-1871.530357,-3268.451439
"-1871.530357_-3368.451439",-1871.530357,-3368.451439
"-1871.530357_-3468.451439",-1871.530357,-3468.451439
"-1871.530357_-3568.451439",-1871.530357,-3568.451439
"-1871.530357_-3668.451439",-1871.530357,-3668.451439
"-1871.530357_-3768.451439",-1871.530357,-3768.451439
"-1871.530357_-3868.451439",-1871.530357,-3868.451439
"-1971.530357_-2368.451439",-1971.530357,-2368.451439
"-1971.530357_-2468.451439",-1971.530357,-2468.451439
"-1971.530357_-2568.451439",-1971.530357,-2568.451439
"-1971.530357_-2668.451439",-1971.530357,-2668.451439
"-1971.530357_-2768.451439",-1971.530357,-2768.451439
"-1971.530357_-2868.451439",-1971.530357,-2868.451439
"-1971.530357_-2968.451439",-1971.530357,-2968.451439
"-1971.530357_-3068.451439",-1971.530357,-3068.451439
"-1971.530357_-3168.451439",-1971.530357,-3168.451439
"-1971.530357_-3268.451439",-1971.530357,-3268.451439
"-1971.530357_-3368.451439",-1971.530357,-3368.451439
"-1971.530357_-3468.451439",-1971.530357,-3468.451439
"-1971.530357_-3568.451439",-1971.530357,-3568.451439
"-1971.530357_-3668.451439",-1971.530357,-3668.451439
"-1971.530357_-3768.451439",-1971.530357,-3768.451439
"-1971.530357_-3868.451439",-1971.530357,-3868.451439
"-2071.530357_-2368.451439",-2071.530357,-2368.451439
"-2071.530357_-2468.451439",-2071.530357,-2468.451439
"-2071.530357_-2568.451439",-2071.530357,-2568.451439
"-2071.530357_-2668.451439",-2071.530357,-2668.451439
"-2071.530357_-2768.451439",-2071.530357,-2768.451439
"-2071.530357_-2868.451439",-2071.530357,-2868.451439
"-2071.530357_-2968.451439",-2071.530357,-2968.451439
"-2071.530357_-3068.451439",-2071.530357,-3068.451439
"-2071.530357_-3168.451439",-2071.530357,-3168.451439
"-2071.530357_-3268.451439",-2071.530357,-3268.451439
"-2071.530357_-3368.451439",-2071.530357,-3368.451439
"-2071.530357_-3468.451439",-2071.530357,-3468.451439
"-2071.530357_-3568.451439",-2071.530357,-3568.451439
"-2071.530357_-3668.451439",-2071.530357,-3668.451439
"-2071.530357_-3768.451439",-2071.530357,-3768.451439
"-2071.530357_-3868.451439",-2071.530357,-3868.451439
"-2171.530357_-2368.451439",-2171.530357,-2368.451439
"-2171.530357_-2468.451439",-2171.530357,-2468.451439
"-2171.530357_-2568.451439",-2171.530357,-2568.451439
"-2171.530357_-2668.451439",-2171.530357,-2668.451439
"-2171.530357_-2768.451439",-2171.530357,-2768.451439
"-2171.530357_-2868.451439",-2171.530357,-2868.451439
"-2171.530357_-2968.451439",-2171.530357,-2968.451439
"-2171.530357_-3068.451439",-2171.530357,-3068.451439
"-2171.530357_-3168.451439",-2171.530357,-3168.451439
"-2171.530357_-3268.451439",-2171.530357,-3268.451439
"-2171.530357_-3368.451439",-2171.530357,-3368.451439
"-2171.530357_-3468.451439",-2171.530357,-3468.451439
"-2171.530357_-3568.451439",-2171.530357,-3568.451439
"-2171.530357_-3668.451439",-2171.530357,-3668.451439
"-2171.530357_-3768.451439",-2171.530357,-3768.451439
"-2271.530357_-2368.451439",-2271.530357,-2368.451439
"-2271.530357_-2468.451439",-2271.530357,-2468.451439
"-2271.530357_-2568.451439",-2271.530357,-2568.451439
"-2271.530357_-2668.451439",-2271.530357,-2668.451439
"-2271.530357_-2768.451439",-2271.530357,-2768.451439
"-2271.530357_-2868.451439",-2271.530357,-2868.451439
"-2271.530357_-2968.451439",-2271.530357,-2968.451439
"-2271.530357_-3068.451439",-2271.530357,-3068.451439
"-2271.530357_-3168.451439",-2271.530357,-3168.451439
"-2271.530357_-3268.451439",-2271.530357,-3268.451439
"-2271.530357_-3368.451439",-2271.530357,-3368.451439
"-2271.530357_-3468.451439",-2271.530357,-3468.451439
"-2271.530357_-3568.451439",-2271.530357,-3568.451439
"-2271.530357_-3668.451439",-2271.530357,-3668.451439
"-2271.530357_-3768.451439",-2271.530357,-3768.451439
"-2271.530357_-3868.451439",-2271.530357,-3868.451439
"-2371.530357_-2368.451439",-2371.530357,-2368.451439
"-2371.530357_-2468.451439",-2371.530357,-2468.451439
"-2371.530357_-2568.451439",-2371.530357,-2568.451439
"-2371.530357_-2668.451439",-2371.530357,-2668.451439
"-2371.530357_-2768.451439",-2371.530357,-2768.451439
"-2371.530357_-2868.451439",-2371.530357,-2868.451439
"-2371.530357_-2968.451439",-2371.530357,-2968.451439
"-2371.530357_-3068.451439",-2371.530357,-3068.451439
"-2371.530357_-3168.451439",-2371.530357,-3168.451439
"-2371.530357_-3268.451439",-2371.530357,-3268.451439
"-2371.530357_-3368.451439",-2371.530357,-3368.451439
"-2371.530357_-3468.451439",-2371.530357,-3468.451439
"-2371.530357_-3568.451439",-2371.530357,-3568.451439
"-2371.530357_-3668.451439",-2371.530357,-3668.451439
"-2371.530357_-3768.451439",-2371.530357,-3768.451439
"-2371.530357_-3868.451439",-2371.530357,-3868.451439
"-2471.530357_-2368.451439",-2471.530357,-2368.451439
"-2471.530357_-2468.451439",-2471.530357,-2468.451439
"-2471.530357_-2568.451439",-2471.530357,-2568.451439
"-2471.530357_-2668.451439",-2471.530357,-2668.451439
"-2471.530357_-2768.451439",-2471.530357,-2768.451439
"-2471.530357_-2868.451439",-2471.530357,-2868.451439
"-2471.530357_-2968.451439",-2471.530357,-2968.451439
"-2471.530357_-3068.451439",-2471.530357,-3068.451439
"-2471.530357_-3168.451439",-2471.530357,-3168.451439
"-2471.530357_-3268.451439",-2471.530357,-3268.451439
"-2471.530357_-3368.451439",-2471.530357,-3368.451439
"-2471.530357_-3468.451439",-2471.530357,-3468.451439
"-2471.530357_-3568.451439",-2471.530357,-3568.451439
"-2471.530357_-3668.451439",-2471.530357,-3668.451439
"-2471.530357_-3768.451439",-2471.530357,-3768.451439
"-2471.530357_-3868.451439",-2471.530357,-3868.451439
"-2571.530357_-2368.451439",-2571.530357,-2368.451439
"-2571.530357_-2468.451439",-2571.530357,-2468.451439
"-2571.530357_-2568.451439",-2571.530357,-2568.451439
"-2571.530357_-2668.451439",-2571.530357,-2668.451439
"-2571.530357_-2768.451439",-2571.530357,-2768.451439
"-2571.530357_-2868.451439",-2571.530357,-2868.451439
"-2571.530357_-2968.451439",-2571.530357,-2968.451439
"-2571.530357_-3068.451439",-2571.530357,-3068.451439
"-2571.530357_-3168.451439",-2571.530357,-3168.451439
"-2571.530357_-3268.451439",-2571.530357,-3268.451439
"-2571.530357_-3368.451439",-2571.530357,-3368.451439
"-2571.530357_-3468.451439",-2571.530357,-3468.451439
"-2571.530357_-3568.451439",-2571.530357,-3568.451439
"-2571.530357_-3668.451439",-2571.530357,-3668.451439
"-2571.530357_-3768.451439",-2571.530357,-3768.451439
"-2571.530357_-3868.451439",-2571.530357,-3868.451439
"-2671.530357_-2368.451439",-2671.530357,-2368.451439
"-2671.530357_-2468.451439",-2671.530357,-2468.451439
"-2671.530357_-2568.451439",-2671.530357,-2568.451439
"-2671.530357_-2668.451439",-2671.530357,-2668.451439
"-2671.530357_-2768.451439",-2671.530357,-2768.451439
"-2671.530357_-2868.451439",-2671.530357,-2868.451439
"-2671.530357_-2968.451439",-2671.530357,-2968.451439
"-2671.530357_-3068.451439",-2671.530357,-3068.451439
"-2671.530357_-3168.451439",-2671.530357,-3168.451439
"-2671.530357_-3268.451439",-2671.530357,-3268.451439
"-2671.530357_-3368.451439",-2671.530357,-3368.451439
"-2671.530357_-3468.451439",-2671.530357,-3468.451439
"-2671.530357_-3568.451439",-2671.530357,-3568.451439
"-2671.530357_-3668.451439",-2671.530357,-3668.451439
"-2671.530357_-3768.451439",-2671.530357,-3768.451439
"-2671.530357_-3868.451439",-2671.530357,-3868.451439
"-2771.530357_-2368.451439",-2771.530357,-2368.451439
"-2771.530357_-2468.451439",-2771.530357,-2468.451439
"-2771.530357_-2568.451439",-2771.530357,-2568.451439
"-2771.530357_-2668.451439",-2771.530357,-2668.451439
"-2771.530357_-2768.451439",-2771.530357,-2768.451439
"-2771.530357_-2868.451439",-2771.530357,-2868.451439
"-2771.530357_-2968.451439",-2771.530357,-2968.451439
"-2771.530357_-3068.451439",-2771.530357,-3068.451439
"-2771.530357_-3168.451439",-2771.530357,-3168.451439
"-2771.530357_-3268.451439",-2771.530357,-3268.451439
"-2771.530357_-3368.451439",-2771.530357,-3368.451439
"-2771.530357_-3468.451439",-2771.530357,-3468.451439
"-2771.530357_-3568.451439",-2771.530357,-3568.451439
"-2771.530357_-3668.451439",-2771.530357,-3668.451439
"-2771.530357_-3768.451439",-2771.530357,-3768.451439
"-2771.530357_-3868.451439",-2771.530357,-3868.451439
"-2871.530357_-2368.451439",-2871.530357,-2368.451439
"-2871.530357_-2468.451439",-2871.530357,-2468.451439
"-2871.530357_-2568.451439",-2871.530357,-2568.451439
"-2871.530357_-2668.451439",-2871.530357,-2668.451439
"-2871.530357_-2768.451439",-2871.530357,-2768.451439
"-2871.530357_-2868.451439",-2871.530357,-2868.451439
"-2871.530357_-2968.451439",-2871.530357,-2968.451439
"-2871.530357_-3068.451439",-2871.530357,-3068.451439
"-2871.530357_-3168.451439",-2871.530357,-3168.451439
"-2871.530357_-3268.451439",-2871.530357,-3268.451439
"-2871.530357_-3368.451439",-2871.530357,-3368.451439
